candidate_id,age,gender,education,years_experience,assessment_score,referral_source,role_applied,hired,skills_score,interview_score,projects_count,certifications_count,employment_gap_months,job_role,application_source,company_tier,college_tier,zip_code
CAND-708,42,Female,Bachelor,8,53,Company Website,QA Engineer,0,53,76,1,0,36,management,portal,2,3,95579
CAND-709,39,Female,High School,10,52,Company Website,Software Engineer,0,54,42,2,0,18,tech,recruiter,2,2,57994
CAND-710,38,Male,High School,6,47,Recruiter,QA Engineer,0,46,51,0,1,0,management,portal,1,4,77061
CAND-711,46,Female,Master,11,54,Employee Referral,Software Engineer,0,81,50,5,4,0,tech,recruiter,2,4,26978
CAND-712,40,Male,Bachelor,10,48,LinkedIn,Software Engineer,0,35,38,10,0,0,tech,portal,2,3,66344
CAND-713,48,Male,Bachelor,11,60,Company Website,Software Engineer,0,48,55,10,4,0,non-tech,recruiter,2,2,56648
CAND-714,50,Female,High School,10,53,Employee Referral,Product Manager,0,98,38,6,3,6,tech,referral,2,1,11055
CAND-715,55,Female,Bachelor,8,67,Company Website,Software Engineer,0,72,44,10,4,0,tech,portal,1,3,85582
CAND-716,51,Male,Master,15,72,Recruiter,Data Scientist,0,71,39,10,2,0,tech,portal,2,3,91214
CAND-717,40,Male,Bachelor,6,58,Employee Referral,Software Engineer,0,45,71,1,2,0,tech,referral,1,2,54876
CAND-718,39,Male,PhD,8,56,LinkedIn,HR Analyst,0,37,53,7,4,18,tech,recruiter,2,1,48725
CAND-719,29,Male,Bachelor,1,48,LinkedIn,Software Engineer,1,67,78,5,2,0,tech,portal,1,1,15255
CAND-720,43,Female,Bachelor,6,58,Employee Referral,Data Scientist,0,40,55,3,3,0,tech,portal,2,5,84947
CAND-721,26,Female,Master,0,56,Recruiter,QA Engineer,0,84,66,4,1,0,tech,referral,2,4,63380
CAND-722,56,Male,Bachelor,11,61,LinkedIn,Software Engineer,0,44,79,7,2,18,non-tech,referral,2,5,63333
CAND-723,53,Female,Bachelor,10,69,LinkedIn,Software Engineer,0,39,53,2,2,3,tech,referral,3,2,52459
CAND-724,25,Male,Master,3,54,Employee Referral,QA Engineer,0,57,48,2,4,0,management,referral,3,5,46163
CAND-725,50,Male,Bachelor,10,67,LinkedIn,Software Engineer,1,44,89,10,3,0,management,portal,2,2,43971
CAND-726,25,Male,Bachelor,2,47,LinkedIn,Software Engineer,0,78,68,3,1,0,tech,recruiter,2,3,75149
CAND-727,48,Male,PhD,11,51,Recruiter,Data Scientist,0,36,47,0,4,0,non-tech,referral,1,4,94730
CAND-728,24,Female,Bachelor,4,55,Employee Referral,Software Engineer,0,47,48,8,4,24,non-tech,portal,2,3,29476
CAND-729,39,Female,Bachelor,11,68,Recruiter,HR Analyst,0,74,65,7,3,6,management,referral,1,3,78580
CAND-730,45,Female,High School,5,56,Employee Referral,Product Manager,0,36,84,7,1,0,non-tech,referral,1,2,96593
CAND-731,48,Male,Bachelor,9,63,LinkedIn,Product Manager,1,99,76,9,3,12,tech,portal,3,2,79050
CAND-732,36,Female,Bachelor,6,53,Recruiter,Software Engineer,1,97,78,5,1,0,non-tech,referral,2,3,85526
CAND-733,56,Female,Master,8,54,LinkedIn,Product Manager,0,51,62,6,3,6,non-tech,portal,2,3,17507
CAND-734,50,Female,Bachelor,12,67,LinkedIn,Product Manager,0,43,50,5,4,12,non-tech,referral,1,4,80393
CAND-735,28,Female,Bachelor,4,56,Recruiter,Software Engineer,0,49,51,8,4,0,tech,recruiter,2,3,22118
CAND-736,46,Male,Bachelor,7,52,Employee Referral,HR Analyst,0,58,77,2,0,6,management,portal,1,3,60529
CAND-737,48,Female,Bachelor,5,63,Recruiter,Product Manager,0,72,66,2,2,0,management,portal,1,1,78682
CAND-738,33,Non-binary,Bachelor,5,47,LinkedIn,QA Engineer,0,69,44,2,3,0,tech,recruiter,1,2,64176
CAND-739,49,Female,Master,10,58,Recruiter,Software Engineer,0,83,64,9,0,0,tech,recruiter,2,5,14414
CAND-740,55,Male,Bachelor,11,75,Company Website,Software Engineer,0,96,61,2,2,0,tech,referral,2,1,93030
CAND-741,52,Female,Bachelor,14,72,Employee Referral,Product Manager,0,94,40,8,3,6,non-tech,referral,1,3,95973
CAND-742,49,Female,Master,13,64,Recruiter,QA Engineer,0,84,39,11,1,24,non-tech,referral,2,2,72137
CAND-743,45,Male,Bachelor,12,65,Company Website,Data Scientist,1,43,86,3,2,3,non-tech,recruiter,1,4,13937
CAND-744,31,Non-binary,Bachelor,4,54,Employee Referral,Software Engineer,0,68,54,6,4,12,tech,recruiter,2,4,46731
CAND-745,51,Male,Master,14,46,Company Website,QA Engineer,0,69,31,8,0,12,non-tech,portal,3,2,96862
CAND-746,34,Female,Bachelor,9,52,Employee Referral,Software Engineer,1,35,93,10,2,0,tech,referral,2,2,48665
CAND-747,41,Female,High School,9,56,Recruiter,Data Scientist,0,74,64,11,2,0,tech,referral,3,3,84510
CAND-748,32,Male,Bachelor,4,50,Employee Referral,Product Manager,0,98,36,6,4,0,non-tech,recruiter,3,3,27500
CAND-749,32,Female,High School,6,54,LinkedIn,Software Engineer,0,56,47,8,3,3,management,referral,2,2,11750
CAND-750,26,Male,Bachelor,2,60,LinkedIn,Software Engineer,1,94,71,11,1,24,management,referral,2,4,75018
CAND-751,57,Male,Master,18,70,Recruiter,Software Engineer,1,98,68,2,4,0,management,recruiter,3,2,14027
CAND-752,26,Male,High School,4,42,Recruiter,HR Analyst,0,45,70,3,1,6,tech,portal,2,4,15745
CAND-753,24,Male,Master,3,57,Recruiter,Data Scientist,0,48,53,7,3,3,tech,portal,1,3,71731
CAND-754,56,Male,Master,12,63,LinkedIn,Product Manager,1,94,89,5,2,3,non-tech,referral,3,2,96984
CAND-755,42,Female,Bachelor,3,51,Company Website,HR Analyst,0,64,75,4,1,0,management,portal,2,3,38451
CAND-756,37,Female,Master,13,64,Employee Referral,Product Manager,0,69,48,3,0,0,tech,portal,1,3,81474
CAND-757,49,Male,Master,11,82,Employee Referral,Data Scientist,1,71,71,7,0,0,tech,portal,2,2,71536
CAND-758,35,Male,PhD,2,37,LinkedIn,Data Scientist,0,39,61,0,4,0,tech,referral,2,3,22150
CAND-759,25,Female,Bachelor,6,52,Company Website,Data Scientist,0,60,68,8,3,0,non-tech,recruiter,2,2,23406
CAND-760,48,Female,High School,13,61,LinkedIn,Product Manager,0,96,65,0,4,3,tech,referral,2,2,29781
CAND-761,27,Male,Bachelor,5,48,Company Website,HR Analyst,0,38,65,7,4,0,tech,referral,2,2,67417
CAND-762,42,Male,Bachelor,10,68,LinkedIn,QA Engineer,0,76,32,3,4,12,tech,portal,2,3,28325
CAND-763,57,Male,High School,15,70,LinkedIn,Data Scientist,0,52,37,8,0,3,tech,recruiter,2,2,78684
CAND-764,56,Female,Bachelor,14,65,LinkedIn,Data Scientist,0,74,70,10,0,3,management,recruiter,2,3,83469
CAND-765,34,Female,High School,1,44,Recruiter,HR Analyst,0,73,42,4,4,0,tech,referral,2,3,19436
CAND-766,50,Male,Master,12,65,Employee Referral,Software Engineer,0,48,78,2,0,3,non-tech,portal,2,3,27669
CAND-767,44,Female,Bachelor,13,63,Recruiter,QA Engineer,1,66,89,8,3,24,non-tech,portal,2,4,82010
CAND-768,39,Male,High School,10,57,Company Website,Software Engineer,0,85,31,10,4,0,management,portal,2,4,86764
CAND-769,26,Male,High School,3,47,Company Website,Product Manager,1,72,89,8,0,0,tech,referral,3,3,11843
CAND-770,35,Female,Bachelor,0,50,LinkedIn,QA Engineer,0,57,34,3,1,6,management,recruiter,1,3,75609
CAND-771,45,Female,Bachelor,8,64,Company Website,Data Scientist,1,97,73,10,4,0,non-tech,recruiter,1,2,60812
CAND-772,58,Female,High School,22,63,LinkedIn,Software Engineer,0,49,56,3,4,0,management,referral,2,4,26059
CAND-773,21,Male,Bachelor,4,45,Employee Referral,QA Engineer,0,59,61,11,3,0,management,recruiter,3,1,96269
CAND-774,48,Male,Bachelor,8,44,Employee Referral,Data Scientist,0,51,50,7,2,0,tech,recruiter,1,3,50768
CAND-775,53,Female,Bachelor,11,69,Employee Referral,Data Scientist,0,87,37,1,2,3,tech,portal,1,4,35395
CAND-776,57,Male,Bachelor,7,59,LinkedIn,Data Scientist,1,85,79,8,3,0,tech,portal,1,1,30202
CAND-777,37,Male,Bachelor,2,55,Company Website,Data Scientist,0,73,73,5,3,18,non-tech,recruiter,2,2,23273
CAND-778,25,Male,Bachelor,3,40,LinkedIn,Product Manager,1,85,87,8,3,6,tech,portal,1,3,58889
CAND-779,31,Male,High School,5,66,LinkedIn,Software Engineer,0,40,32,7,2,3,tech,recruiter,2,3,83048
CAND-780,53,Female,High School,6,48,Employee Referral,Data Scientist,0,41,31,6,3,3,tech,recruiter,2,4,98810
CAND-781,54,Female,Bachelor,12,64,Company Website,HR Analyst,0,85,73,0,0,12,tech,referral,3,4,55510
CAND-782,45,Male,Master,6,65,Employee Referral,Software Engineer,0,76,31,11,4,0,tech,recruiter,2,2,97945
CAND-783,25,Female,PhD,2,47,LinkedIn,Data Scientist,0,98,64,2,4,12,tech,referral,1,1,80649
CAND-784,25,Male,Master,4,51,Recruiter,Product Manager,0,49,59,10,1,6,tech,referral,2,3,12881
CAND-785,39,Female,Bachelor,7,58,Recruiter,HR Analyst,0,63,37,1,1,6,tech,portal,3,3,55913
CAND-786,43,Female,Bachelor,12,86,Company Website,Product Manager,0,67,51,4,4,3,tech,portal,2,3,94785
CAND-787,22,Female,Bachelor,0,50,Employee Referral,QA Engineer,0,61,73,4,0,0,tech,portal,3,2,75037
CAND-788,47,Female,Master,10,76,LinkedIn,Software Engineer,1,70,87,4,2,0,management,referral,3,3,72457
CAND-789,41,Female,Master,2,63,Employee Referral,Data Scientist,0,63,65,3,2,6,non-tech,portal,1,3,45343
CAND-790,21,Female,Master,0,53,Employee Referral,HR Analyst,0,72,60,4,0,0,tech,portal,2,3,72389
CAND-791,24,Male,Master,4,48,Employee Referral,HR Analyst,1,91,76,2,2,6,tech,portal,1,3,88250
CAND-792,38,Female,Bachelor,13,73,Employee Referral,Product Manager,1,61,84,11,3,0,non-tech,referral,2,3,18656
CAND-793,48,Female,Master,13,55,Company Website,Data Scientist,1,89,91,0,4,0,management,recruiter,1,3,15741
CAND-794,52,Female,Master,12,78,Employee Referral,Data Scientist,0,67,59,4,4,0,management,recruiter,2,1,26661
CAND-795,37,Female,Bachelor,8,60,Employee Referral,Software Engineer,0,44,84,8,0,0,non-tech,referral,3,1,38690
CAND-796,32,Female,Master,4,35,LinkedIn,HR Analyst,0,39,45,8,2,3,tech,recruiter,1,3,42833
CAND-797,57,Male,High School,11,56,LinkedIn,QA Engineer,0,72,41,3,1,0,tech,referral,3,3,81240
CAND-798,38,Female,PhD,5,63,Employee Referral,Data Scientist,0,47,46,2,1,36,tech,referral,1,3,87711
CAND-799,32,Male,Master,3,52,Company Website,Software Engineer,0,65,45,0,2,3,management,referral,1,3,67141
CAND-800,37,Male,High School,6,58,Company Website,Data Scientist,0,81,41,1,1,0,non-tech,portal,3,3,88232
CAND-801,21,Female,Bachelor,0,41,Recruiter,Software Engineer,0,86,37,7,0,3,non-tech,recruiter,2,4,49023
CAND-802,32,Female,High School,5,41,Employee Referral,QA Engineer,0,90,32,0,0,18,tech,portal,2,2,50209
CAND-803,40,Female,Master,5,56,Company Website,Product Manager,0,49,45,7,2,6,non-tech,referral,1,2,96612
CAND-804,55,Male,Master,16,71,Company Website,Software Engineer,0,63,59,6,1,0,tech,referral,2,2,90522
CAND-805,49,Female,Bachelor,10,58,Company Website,Product Manager,0,42,52,7,0,18,tech,portal,2,3,24440
CAND-806,50,Male,Master,14,78,Employee Referral,HR Analyst,0,39,34,11,0,6,tech,portal,2,3,17960
CAND-807,41,Male,High School,9,49,Company Website,Software Engineer,1,63,94,5,3,0,non-tech,referral,2,2,32462
CAND-808,25,Male,Bachelor,6,58,Company Website,Data Scientist,1,81,59,11,3,0,tech,portal,3,3,27821
CAND-809,35,Male,Bachelor,3,52,Employee Referral,Data Scientist,0,79,50,8,0,3,management,referral,2,2,67772
CAND-810,58,Non-binary,High School,10,45,Employee Referral,Software Engineer,0,36,51,2,2,0,tech,referral,3,3,37258
CAND-811,22,Female,Bachelor,0,37,Employee Referral,Data Scientist,0,61,61,9,4,12,non-tech,referral,2,3,98952
CAND-812,54,Female,Bachelor,10,61,LinkedIn,Product Manager,0,70,62,3,4,0,non-tech,referral,2,4,72524
CAND-813,47,Female,Bachelor,7,73,Employee Referral,Software Engineer,0,70,45,5,0,18,tech,referral,1,1,32115
CAND-814,31,Male,Bachelor,4,58,Company Website,Software Engineer,0,60,67,7,0,3,non-tech,referral,2,4,56433
CAND-815,50,Male,Master,6,44,LinkedIn,QA Engineer,0,77,43,4,0,0,non-tech,referral,3,4,98267
CAND-816,52,Male,Bachelor,7,35,Employee Referral,Data Scientist,0,61,65,2,2,0,non-tech,recruiter,1,2,98321
CAND-817,22,Female,Master,0,56,Employee Referral,Product Manager,0,54,52,5,3,3,management,referral,1,2,89364
CAND-818,25,Non-binary,Bachelor,0,47,Company Website,Product Manager,0,45,31,3,0,6,non-tech,recruiter,2,3,80077
CAND-819,46,Male,Bachelor,13,73,Employee Referral,QA Engineer,1,72,94,8,0,6,tech,portal,1,4,50644
CAND-820,58,Male,Bachelor,8,51,LinkedIn,QA Engineer,0,40,81,2,1,0,non-tech,referral,3,4,72643
CAND-821,21,Non-binary,Bachelor,0,51,LinkedIn,QA Engineer,0,57,91,3,2,0,tech,recruiter,3,3,23311
CAND-822,46,Female,Bachelor,17,76,LinkedIn,Product Manager,0,81,52,6,0,0,tech,portal,2,4,40531
CAND-823,26,Female,Bachelor,2,47,Company Website,Data Scientist,0,80,55,6,1,3,tech,portal,1,1,24588
CAND-824,45,Male,High School,11,55,Employee Referral,Data Scientist,1,46,84,11,4,0,non-tech,referral,2,1,59416
CAND-825,44,Female,Bachelor,13,64,Employee Referral,Data Scientist,0,47,35,11,0,0,non-tech,portal,2,5,22380
CAND-826,24,Female,Bachelor,5,59,Employee Referral,Data Scientist,0,96,64,3,0,3,tech,portal,3,4,52645
CAND-827,46,Female,Bachelor,4,53,LinkedIn,Software Engineer,0,94,51,5,1,18,non-tech,recruiter,2,3,27818
CAND-828,55,Female,Master,13,75,Company Website,Data Scientist,0,77,72,11,2,0,management,referral,2,4,40857
CAND-829,53,Male,Bachelor,8,54,LinkedIn,Data Scientist,0,39,44,2,0,0,tech,portal,2,5,31711
CAND-830,22,Male,PhD,8,51,Employee Referral,Software Engineer,1,71,89,5,4,3,tech,recruiter,3,4,15097
CAND-831,30,Female,Master,0,66,LinkedIn,Software Engineer,0,65,41,11,0,3,non-tech,recruiter,2,4,38393
CAND-832,30,Female,PhD,1,48,Company Website,QA Engineer,0,43,78,1,4,0,tech,referral,2,4,32076
CAND-833,38,Female,Master,5,52,Employee Referral,Product Manager,1,85,71,7,3,18,non-tech,portal,1,2,94274
CAND-834,26,Male,High School,0,44,Employee Referral,QA Engineer,0,63,67,1,3,12,tech,recruiter,2,4,67609
CAND-835,53,Male,Bachelor,17,70,LinkedIn,Product Manager,1,74,74,10,4,0,tech,referral,2,2,39317
CAND-836,50,Male,High School,15,61,LinkedIn,QA Engineer,1,75,64,6,2,0,non-tech,referral,2,4,68480
CAND-837,51,Female,Master,7,59,Employee Referral,QA Engineer,0,45,59,8,0,3,non-tech,recruiter,2,3,17044
CAND-838,28,Female,Bachelor,1,49,Company Website,Software Engineer,0,57,59,0,0,6,non-tech,referral,1,3,81033
CAND-839,21,Female,Bachelor,0,49,LinkedIn,HR Analyst,0,35,35,7,3,0,management,portal,1,3,65486
CAND-840,55,Male,Master,16,52,Employee Referral,Software Engineer,0,80,36,6,4,3,non-tech,referral,1,1,65162
CAND-841,31,Male,High School,5,66,Company Website,Product Manager,0,55,81,5,0,3,non-tech,portal,1,2,89287
CAND-842,45,Male,Bachelor,10,59,Company Website,QA Engineer,0,70,43,5,0,0,tech,recruiter,2,5,39882
CAND-843,55,Male,Master,16,75,LinkedIn,Data Scientist,0,88,44,5,2,3,non-tech,referral,1,5,64078
CAND-844,22,Female,High School,3,38,Company Website,Product Manager,0,91,50,8,1,24,tech,portal,1,3,68734
CAND-845,21,Female,Bachelor,3,48,LinkedIn,Data Scientist,0,35,64,1,3,0,non-tech,referral,3,5,53826
CAND-846,21,Female,Master,1,46,LinkedIn,Software Engineer,0,97,31,0,3,0,tech,portal,2,4,97985
CAND-847,26,Female,High School,0,57,Company Website,Software Engineer,1,88,64,11,1,0,non-tech,portal,2,3,54028
CAND-848,22,Female,Bachelor,4,48,Company Website,Software Engineer,0,89,49,5,0,18,tech,referral,2,1,61331
CAND-849,52,Male,Bachelor,9,65,Recruiter,Software Engineer,0,74,39,9,2,24,non-tech,portal,2,5,42543
CAND-850,44,Female,Bachelor,9,54,Recruiter,Product Manager,0,49,54,10,2,0,management,recruiter,1,3,39362
CAND-851,58,Female,High School,20,66,LinkedIn,Data Scientist,0,55,54,7,3,6,tech,portal,3,4,37315
CAND-852,51,Male,Master,5,55,LinkedIn,Data Scientist,1,81,83,2,2,3,management,referral,1,4,37746
CAND-853,57,Male,Master,14,78,Employee Referral,Product Manager,1,87,62,11,1,3,tech,recruiter,2,4,20057
CAND-854,30,Female,Bachelor,3,37,Recruiter,Software Engineer,0,43,65,9,0,0,non-tech,referral,2,3,52915
CAND-855,31,Male,Bachelor,3,41,Employee Referral,Software Engineer,0,86,43,0,1,0,management,referral,2,2,31061
CAND-856,53,Male,Bachelor,15,51,LinkedIn,QA Engineer,1,91,94,8,4,0,tech,recruiter,2,3,61370
CAND-857,30,Male,Master,5,48,LinkedIn,HR Analyst,0,60,83,0,3,3,management,portal,2,3,44157
CAND-858,23,Male,Bachelor,5,48,LinkedIn,Data Scientist,1,75,81,2,2,0,tech,portal,1,1,21322
CAND-859,46,Female,High School,8,42,Employee Referral,Software Engineer,0,69,32,7,4,18,tech,referral,2,3,79812
CAND-860,51,Male,High School,15,58,Company Website,QA Engineer,1,97,70,2,2,0,management,portal,3,3,87842
CAND-861,57,Female,PhD,13,52,Company Website,HR Analyst,0,59,35,3,0,0,tech,recruiter,3,4,44017
CAND-862,56,Male,Bachelor,11,54,Company Website,Data Scientist,0,72,54,7,0,3,management,portal,1,2,66792
CAND-863,25,Male,Master,3,64,LinkedIn,Software Engineer,0,36,42,0,0,6,management,recruiter,2,3,37742
CAND-864,50,Female,Bachelor,16,71,Company Website,Software Engineer,0,41,37,5,2,0,tech,recruiter,3,1,74808
CAND-865,53,Female,Master,11,66,LinkedIn,Product Manager,0,68,50,0,4,0,non-tech,portal,2,1,27629
CAND-866,47,Male,High School,10,49,Company Website,HR Analyst,0,51,54,0,0,24,tech,referral,2,1,18245
CAND-867,52,Male,High School,6,40,Employee Referral,Product Manager,1,77,74,7,4,0,tech,portal,3,4,53870
CAND-868,52,Female,Master,14,59,Employee Referral,Data Scientist,1,93,89,10,2,0,tech,referral,3,1,74829
CAND-869,37,Male,Master,9,61,LinkedIn,Product Manager,0,85,41,3,4,12,tech,portal,2,4,20588
CAND-870,22,Male,Bachelor,2,57,Employee Referral,QA Engineer,1,88,61,11,2,0,tech,recruiter,2,2,10442
CAND-871,38,Male,Bachelor,8,65,Employee Referral,Data Scientist,0,58,42,0,2,0,tech,recruiter,2,4,87339
CAND-872,28,Male,Bachelor,0,53,LinkedIn,QA Engineer,0,59,60,9,3,0,management,portal,2,4,50721
CAND-873,25,Female,Bachelor,3,46,LinkedIn,Data Scientist,0,86,49,6,2,0,non-tech,portal,1,5,47145
CAND-874,25,Male,Bachelor,3,52,Company Website,Data Scientist,0,67,47,4,2,0,non-tech,recruiter,1,4,20599
CAND-875,47,Female,Master,5,54,LinkedIn,Product Manager,1,83,89,4,1,0,non-tech,portal,2,5,82594
CAND-876,40,Male,Bachelor,12,61,LinkedIn,Data Scientist,1,63,92,0,0,0,non-tech,recruiter,1,4,92742
CAND-877,41,Female,Master,8,77,LinkedIn,HR Analyst,0,97,35,9,3,0,tech,referral,2,3,87430
CAND-878,49,Male,High School,6,38,LinkedIn,Data Scientist,0,56,61,10,3,6,non-tech,portal,2,2,12939
CAND-879,41,Female,High School,9,54,Company Website,Data Scientist,0,60,72,5,3,0,management,recruiter,2,2,32149
CAND-880,44,Female,Bachelor,7,66,Company Website,Data Scientist,0,62,31,8,1,0,tech,referral,2,2,76567
CAND-881,24,Male,Bachelor,1,38,LinkedIn,Product Manager,1,83,89,8,2,18,non-tech,recruiter,3,3,20208
CAND-882,53,Male,Bachelor,18,65,Employee Referral,Data Scientist,1,83,52,7,0,3,non-tech,recruiter,1,3,76098
CAND-883,38,Male,High School,3,45,LinkedIn,QA Engineer,0,54,60,4,4,0,management,portal,2,4,59492
CAND-884,26,Non-binary,Master,1,50,LinkedIn,Data Scientist,0,97,34,0,2,24,non-tech,portal,3,5,30951
CAND-885,51,Non-binary,Master,16,58,LinkedIn,Data Scientist,1,95,63,8,1,0,tech,recruiter,2,3,58920
CAND-886,48,Male,Master,15,74,Employee Referral,Product Manager,0,83,39,0,2,0,tech,recruiter,2,3,56766
CAND-887,23,Female,High School,4,55,Recruiter,Software Engineer,0,35,31,7,2,6,tech,portal,3,5,67014
CAND-888,28,Male,Bachelor,2,55,Company Website,Product Manager,0,47,40,4,1,3,non-tech,recruiter,1,2,38351
CAND-889,21,Male,Bachelor,1,42,LinkedIn,Data Scientist,1,85,79,2,3,0,tech,referral,2,4,94216
CAND-890,31,Female,Bachelor,2,51,LinkedIn,Data Scientist,0,90,60,10,3,0,management,portal,2,2,59386
CAND-891,24,Female,Bachelor,0,41,LinkedIn,Product Manager,1,96,85,6,0,3,tech,recruiter,1,3,97122
CAND-892,47,Male,High School,4,47,Employee Referral,QA Engineer,0,66,38,6,0,0,tech,portal,3,2,19308
CAND-893,40,Male,Bachelor,9,76,LinkedIn,QA Engineer,0,64,50,8,3,18,tech,recruiter,3,4,69252
CAND-894,58,Male,Bachelor,5,55,Recruiter,Data Scientist,0,63,57,6,4,0,non-tech,portal,2,3,85145
CAND-895,49,Non-binary,Bachelor,9,50,Company Website,Data Scientist,1,83,91,10,2,18,tech,referral,1,2,93211
CAND-896,44,Male,Bachelor,10,62,Company Website,Product Manager,0,79,36,2,4,3,tech,portal,1,2,38064
CAND-897,40,Female,Bachelor,9,48,Employee Referral,Product Manager,0,64,45,10,2,12,tech,referral,2,3,63879
CAND-898,23,Female,Bachelor,7,47,LinkedIn,Product Manager,0,50,33,0,3,6,tech,referral,1,5,18720
CAND-899,23,Female,Bachelor,1,41,Employee Referral,Product Manager,0,74,33,7,0,3,tech,portal,2,4,52940
CAND-900,44,Female,Bachelor,7,53,LinkedIn,QA Engineer,0,53,69,11,0,0,non-tech,referral,2,3,89993
